Time (sec),Proposed,DA,COA,PSO,GA
350,17.509999999999998,17.509999999999998,17.509999999999998,17.509999999999998,17.509999999999998
360,17.508,17.508,17.508,17.508,17.508
370,17.505999999999997,17.505999999999997,17.505999999999997,17.505999999999997,17.505999999999997
380,17.503999999999998,17.503999999999998,17.503999999999998,17.503999999999998,17.503999999999998
390,17.502,17.502,17.502,17.502,17.502
400,17.5,17.5,17.5,17.5,17.5
410,17.497999999999998,17.497999999999998,17.497999999999998,17.497999999999998,17.497999999999998
420,17.496,17.496,17.496,17.496,17.496
430,17.494,17.494,17.494,17.494,17.494
440,17.491999999999997,17.491999999999997,17.491999999999997,17.491999999999997,17.491999999999997
450,17.49,17.49,17.49,17.49,17.49
460,17.488,17.488,17.488,17.488,17.488
470,17.485999999999997,17.485999999999997,17.485999999999997,17.485999999999997,17.485999999999997
480,17.483999999999998,17.483999999999998,17.483999999999998,17.483999999999998,17.483999999999998
490,17.482,17.482,17.482,17.482,17.482
500,17.479999999999997,17.479999999999997,17.479999999999997,17.479999999999997,17.479999999999997
510,17.477999999999998,17.477999999999998,17.477999999999998,17.477999999999998,17.477999999999998
520,17.476,17.476,17.476,17.476,17.476
530,17.473999999999997,17.473999999999997,17.473999999999997,17.473999999999997,17.473999999999997
540,17.471999999999998,17.471999999999998,17.471999999999998,17.471999999999998,17.471999999999998
550,17.47,17.47,17.47,17.47,17.47
560,17.468,17.468,17.468,17.468,17.468
570,17.465999999999998,17.465999999999998,17.465999999999998,17.465999999999998,17.465999999999998
580,17.464,17.464,17.464,17.464,17.464
590,17.462,17.462,17.462,17.462,17.462
600,17.459999999999997,17.459999999999997,17.459999999999997,17.459999999999997,17.459999999999997
610,17.458,17.458,17.458,17.458,17.458
620,17.456,17.456,17.456,17.456,17.456
630,17.453999999999997,17.453999999999997,17.453999999999997,17.453999999999997,17.453999999999997
640,17.451999999999998,17.451999999999998,17.451999999999998,17.451999999999998,17.451999999999998
650,17.45,17.45,17.45,17.45,17.45
660,17.447999999999997,17.447999999999997,17.447999999999997,17.447999999999997,17.447999999999997
670,17.445999999999998,17.445999999999998,17.445999999999998,17.445999999999998,17.445999999999998
680,17.444,17.444,17.444,17.444,17.444
690,17.441999999999997,17.441999999999997,17.441999999999997,17.441999999999997,17.441999999999997
700,17.439999999999998,17.439999999999998,17.439999999999998,17.439999999999998,17.439999999999998
710,17.438,17.438,17.438,17.438,17.438
720,17.436,17.436,17.436,17.436,17.436
730,17.433999999999997,17.433999999999997,17.433999999999997,17.433999999999997,17.433999999999997
740,17.432,17.432,17.432,17.432,17.432
750,17.43,17.43,17.43,17.43,17.43
760,17.427999999999997,17.427999999999997,17.427999999999997,17.427999999999997,17.427999999999997
770,17.426,17.426,17.426,17.426,17.426
780,17.424,17.424,17.424,17.424,17.424
790,17.421999999999997,17.421999999999997,17.421999999999997,17.421999999999997,17.421999999999997
800,17.419999999999998,17.419999999999998,17.419999999999998,17.419999999999998,17.419999999999998
810,17.418,17.418,17.418,17.418,17.418
820,17.415999999999997,17.415999999999997,17.415999999999997,17.415999999999997,17.415999999999997
830,17.413999999999998,17.413999999999998,17.413999999999998,17.413999999999998,17.413999999999998
840,17.412,17.412,17.412,17.412,17.412
850,17.409999999999997,17.409999999999997,17.409999999999997,17.409999999999997,17.409999999999997
860,17.407999999999998,17.407999999999998,17.407999999999998,17.407999999999998,17.407999999999998
870,17.406,17.406,17.406,17.406,17.406
880,17.404,17.404,17.404,17.404,17.404
890,17.401999999999997,17.401999999999997,17.401999999999997,17.401999999999997,17.401999999999997
900,17.4,17.4,17.4,17.4,17.4
910,17.398,17.398,17.398,17.398,17.398
920,17.395999999999997,17.395999999999997,17.395999999999997,17.395999999999997,17.395999999999997
930,17.394,17.394,17.394,17.394,17.394
940,17.392,17.392,17.392,17.392,17.392
950,17.389999999999997,17.389999999999997,17.389999999999997,17.389999999999997,17.389999999999997
960,17.387999999999998,17.387999999999998,17.387999999999998,17.387999999999998,17.387999999999998
970,17.386,17.386,17.386,17.386,17.386
980,17.383999999999997,17.383999999999997,17.383999999999997,17.383999999999997,17.383999999999997
990,17.381999999999998,17.381999999999998,17.381999999999998,17.381999999999998,17.381999999999998
1000,17.38,17.38,17.38,17.38,17.38
1010,17.377999999999997,17.377999999999997,17.377999999999997,17.377999999999997,17.377999999999997
1020,17.375999999999998,17.375999999999998,17.375999999999998,17.375999999999998,17.375999999999998
1030,17.374,17.374,17.374,17.374,17.374
1040,17.372,17.372,17.372,17.372,17.372
1050,17.369999999999997,17.369999999999997,17.369999999999997,17.369999999999997,17.369999999999997
1060,17.368,17.368,17.368,17.368,17.368
1070,17.366,17.366,17.366,17.366,17.366
1080,17.363999999999997,17.363999999999997,17.363999999999997,17.363999999999997,17.363999999999997
1090,17.362,17.362,17.362,17.362,17.362
1100,17.36,17.36,17.36,17.36,17.36
1110,17.357999999999997,17.357999999999997,17.357999999999997,17.357999999999997,17.357999999999997
1120,17.355999999999998,17.355999999999998,17.355999999999998,17.355999999999998,17.355999999999998
1130,17.354,17.354,17.354,17.354,17.354
1140,17.351999999999997,17.351999999999997,17.351999999999997,17.351999999999997,17.351999999999997
1150,17.349999999999998,17.349999999999998,17.349999999999998,17.349999999999998,17.349999999999998
1160,17.348,17.348,17.348,17.348,17.348
1170,17.345999999999997,17.345999999999997,17.345999999999997,17.345999999999997,17.345999999999997
1180,17.343999999999998,17.343999999999998,17.343999999999998,17.343999999999998,17.343999999999998
1190,17.342,17.342,17.342,17.342,17.342
1200,17.34,17.34,17.34,17.34,17.34
1210,17.337999999999997,17.337999999999997,17.337999999999997,17.337999999999997,17.337999999999997
1220,17.336,17.336,17.336,17.336,17.336
1230,17.334,17.334,17.334,17.334,17.334
1240,17.331999999999997,17.331999999999997,17.331999999999997,17.331999999999997,17.331999999999997
1250,17.33,17.33,17.33,17.33,17.33
1260,17.328,17.328,17.328,17.328,17.328
1270,17.325999999999997,17.325999999999997,17.325999999999997,17.325999999999997,17.325999999999997
1280,17.323999999999998,17.323999999999998,17.323999999999998,17.323999999999998,17.323999999999998
1290,17.322,17.322,17.322,17.322,17.322
1300,17.319999999999997,17.319999999999997,17.319999999999997,17.319999999999997,17.319999999999997
1310,17.317999999999998,17.317999999999998,17.317999999999998,17.317999999999998,17.317999999999998
1320,17.316,17.316,17.316,17.316,17.316
1330,17.314,17.314,17.314,17.314,17.314
1340,17.311999999999998,17.311999999999998,17.311999999999998,17.311999999999998,17.311999999999998
1350,17.31,17.31,17.31,17.31,17.31
1360,17.308,17.308,17.308,17.308,17.308
1370,17.305999999999997,17.305999999999997,17.305999999999997,17.305999999999997,17.305999999999997
1380,17.304,17.304,17.304,17.304,17.304
1390,17.302,17.302,17.302,17.302,17.302
1400,17.299999999999997,17.299999999999997,17.299999999999997,17.299999999999997,17.299999999999997
1410,17.298,17.298,17.298,17.298,17.298
1420,17.296,17.296,17.296,17.296,17.296
1430,17.293999999999997,17.293999999999997,17.293999999999997,17.293999999999997,17.293999999999997
1440,17.291999999999998,17.291999999999998,17.291999999999998,17.291999999999998,17.291999999999998
1450,17.29,17.29,17.29,17.29,17.29
1460,17.287999999999997,17.287999999999997,17.287999999999997,17.287999999999997,17.287999999999997
1470,17.285999999999998,17.285999999999998,17.285999999999998,17.285999999999998,17.285999999999998
1480,17.284,17.284,17.284,17.284,17.284
1490,17.282,17.282,17.282,17.282,17.282
1500,17.279999999999998,17.279999999999998,17.279999999999998,17.279999999999998,17.279999999999998
1510,17.278,17.278,17.278,17.278,17.278
1520,17.276,17.276,17.276,17.276,17.276
1530,17.273999999999997,17.273999999999997,17.273999999999997,17.273999999999997,17.273999999999997
1540,17.272,17.272,17.272,17.272,17.272
1550,17.27,17.27,17.27,17.27,17.27
1560,17.267999999999997,17.267999999999997,17.267999999999997,17.267999999999997,17.267999999999997
1570,17.266,17.266,17.266,17.266,17.266
1580,17.264,17.264,17.264,17.264,17.264
1590,17.261999999999997,17.261999999999997,17.261999999999997,17.261999999999997,17.261999999999997
1600,17.259999999999998,17.259999999999998,17.259999999999998,17.259999999999998,17.259999999999998
1610,17.258,17.258,17.258,17.258,17.258
1620,17.255999999999997,17.255999999999997,17.255999999999997,17.255999999999997,17.255999999999997
1630,17.253999999999998,17.253999999999998,17.253999999999998,17.253999999999998,17.253999999999998
1640,17.252,17.252,17.252,17.252,17.252
1650,17.25,17.25,17.25,17.25,17.25
1660,17.247999999999998,17.247999999999998,17.247999999999998,17.247999999999998,17.247999999999998
1670,17.246,17.246,17.246,17.246,17.246
1680,17.244,17.244,17.244,17.244,17.244
1690,17.241999999999997,17.241999999999997,17.241999999999997,17.241999999999997,17.241999999999997
1700,17.24,17.24,17.24,17.24,17.24
1710,17.238,17.238,17.238,17.238,17.238
1720,17.235999999999997,17.235999999999997,17.235999999999997,17.235999999999997,17.235999999999997
1730,17.233999999999998,17.233999999999998,17.233999999999998,17.233999999999998,17.233999999999998
1740,17.232,17.232,17.232,17.232,17.232
1750,17.229999999999997,17.229999999999997,17.229999999999997,17.229999999999997,17.229999999999997
1760,17.227999999999998,17.227999999999998,17.227999999999998,17.227999999999998,17.227999999999998
1770,17.226,17.226,17.226,17.226,17.226
1780,17.223999999999997,17.223999999999997,17.223999999999997,17.223999999999997,17.223999999999997
1790,17.221999999999998,17.221999999999998,17.221999999999998,17.221999999999998,17.221999999999998
1800,17.22,17.22,17.22,17.22,17.22
1810,17.218,17.218,17.218,17.218,17.218
1820,17.215999999999998,17.215999999999998,17.215999999999998,17.215999999999998,17.215999999999998
1830,17.214,17.214,17.214,17.214,17.214
1840,17.212,17.212,17.212,17.212,17.212
1850,17.209999999999997,17.209999999999997,17.209999999999997,17.209999999999997,17.209999999999997
1860,17.208,17.208,17.208,17.208,17.208
1870,17.206,17.206,17.206,17.206,17.206
1880,17.203999999999997,17.203999999999997,17.203999999999997,17.203999999999997,17.203999999999997
1890,17.201999999999998,17.201999999999998,17.201999999999998,17.201999999999998,17.201999999999998
1900,17.2,17.2,17.2,17.2,17.2
1910,17.197999999999997,17.197999999999997,17.197999999999997,17.197999999999997,17.197999999999997
1920,17.195999999999998,17.195999999999998,17.195999999999998,17.195999999999998,17.195999999999998
1930,17.194,17.194,17.194,17.194,17.194
1940,17.191999999999997,17.191999999999997,17.191999999999997,17.191999999999997,17.191999999999997
1950,17.189999999999998,17.189999999999998,17.189999999999998,17.189999999999998,17.189999999999998
1960,17.188,17.188,17.188,17.188,17.188
1970,17.186,17.186,17.186,17.186,17.186
1980,17.183999999999997,17.183999999999997,17.183999999999997,17.183999999999997,17.183999999999997
1990,17.182,17.182,17.182,17.182,17.182
2000,17.18,17.18,17.18,17.18,17.18
2010,17.177999999999997,17.177999999999997,17.177999999999997,17.177999999999997,17.177999999999997
2020,17.176,17.176,17.176,17.176,17.176
2030,17.174,17.174,17.174,17.174,17.174
2040,17.171999999999997,17.171999999999997,17.171999999999997,17.171999999999997,17.171999999999997
2050,17.169999999999998,17.169999999999998,17.169999999999998,17.169999999999998,17.169999999999998
2060,17.168,17.168,17.168,17.168,17.168
2070,17.165999999999997,17.165999999999997,17.165999999999997,17.165999999999997,17.165999999999997
2080,17.163999999999998,17.163999999999998,17.163999999999998,17.163999999999998,17.163999999999998
2090,17.162,17.162,17.162,17.162,17.162
2100,17.159999999999997,17.159999999999997,17.159999999999997,17.159999999999997,17.159999999999997
2110,17.157999999999998,17.157999999999998,17.157999999999998,17.157999999999998,17.157999999999998
2120,17.156,17.156,17.156,17.156,17.156
2130,17.154,17.154,17.154,17.154,17.154
2140,17.151999999999997,17.151999999999997,17.151999999999997,17.151999999999997,17.151999999999997
2150,17.15,17.15,17.15,17.15,17.15
2160,17.148,17.148,17.148,17.148,17.148
2170,17.145999999999997,17.145999999999997,17.145999999999997,17.145999999999997,17.145999999999997
2180,17.144,17.144,17.144,17.144,17.144
2190,17.142,17.142,17.142,17.142,17.142
2200,17.139999999999997,17.139999999999997,17.139999999999997,17.139999999999997,17.139999999999997
2210,17.137999999999998,17.137999999999998,17.137999999999998,17.137999999999998,17.137999999999998
2220,17.136,17.136,17.136,17.136,17.136
2230,17.133999999999997,17.133999999999997,17.133999999999997,17.133999999999997,17.133999999999997
2240,17.131999999999998,17.131999999999998,17.131999999999998,17.131999999999998,17.131999999999998
2250,17.13,17.13,17.13,17.13,17.13
2260,17.127999999999997,17.127999999999997,17.127999999999997,17.127999999999997,17.127999999999997
2270,17.125999999999998,17.125999999999998,17.125999999999998,17.125999999999998,17.125999999999998
2280,17.124,17.124,17.124,17.124,17.124
2290,17.122,17.122,17.122,17.122,17.122
2300,17.119999999999997,17.119999999999997,17.119999999999997,17.119999999999997,17.119999999999997
2310,17.118,17.118,17.118,17.118,17.118
2320,17.116,17.116,17.116,17.116,17.116
2330,17.113999999999997,17.113999999999997,17.113999999999997,17.113999999999997,17.113999999999997
2340,17.112,17.112,17.112,17.112,17.112
2350,17.11,17.11,17.11,17.11,17.11
2360,17.107999999999997,17.107999999999997,17.107999999999997,17.107999999999997,17.107999999999997
2370,17.105999999999998,17.105999999999998,17.105999999999998,17.105999999999998,17.105999999999998
2380,17.104,17.104,17.104,17.104,17.104
2390,17.101999999999997,17.101999999999997,17.101999999999997,17.101999999999997,17.101999999999997
2400,17.099999999999998,17.099999999999998,17.099999999999998,17.099999999999998,17.099999999999998
2410,17.098,17.098,17.098,17.098,17.098
2420,17.095999999999997,17.095999999999997,17.095999999999997,17.095999999999997,17.095999999999997
2430,17.093999999999998,17.093999999999998,17.093999999999998,17.093999999999998,17.093999999999998
2440,17.092,17.092,17.092,17.092,17.092
2450,17.09,17.09,17.09,17.09,17.09
2460,17.087999999999997,17.087999999999997,17.087999999999997,17.087999999999997,17.087999999999997
2470,17.086,17.086,17.086,17.086,17.086
2480,17.084,17.084,17.084,17.084,17.084
2490,17.081999999999997,17.081999999999997,17.081999999999997,17.081999999999997,17.081999999999997
2500,17.08,17.08,17.08,17.08,17.08
2510,17.078,17.078,17.078,17.078,17.078
2520,17.075999999999997,17.075999999999997,17.075999999999997,17.075999999999997,17.075999999999997
2530,17.073999999999998,17.073999999999998,17.073999999999998,17.073999999999998,17.073999999999998
2540,17.072,17.072,17.072,17.072,17.072
2550,17.069999999999997,17.069999999999997,17.069999999999997,17.069999999999997,17.069999999999997
2560,17.067999999999998,17.067999999999998,17.067999999999998,17.067999999999998,17.067999999999998
2570,17.066,17.066,17.066,17.066,17.066
2580,17.064,17.064,17.064,17.064,17.064
2590,17.061999999999998,17.061999999999998,17.061999999999998,17.061999999999998,17.061999999999998
2600,17.06,17.06,17.06,17.06,17.06
2610,17.058,17.058,17.058,17.058,17.058
2620,17.055999999999997,17.055999999999997,17.055999999999997,17.055999999999997,17.055999999999997
2630,17.054,17.054,17.054,17.054,17.054
2640,17.052,17.052,17.052,17.052,17.052
2650,17.049999999999997,17.049999999999997,17.049999999999997,17.049999999999997,17.049999999999997
2660,17.048,17.048,17.048,17.048,17.048
2670,17.046,17.046,17.046,17.046,17.046
2680,17.043999999999997,17.043999999999997,17.043999999999997,17.043999999999997,17.043999999999997
2690,17.041999999999998,17.041999999999998,17.041999999999998,17.041999999999998,17.041999999999998
2700,17.04,17.04,17.04,17.04,17.04
2710,17.037999999999997,17.037999999999997,17.037999999999997,17.037999999999997,17.037999999999997
2720,17.035999999999998,17.035999999999998,17.035999999999998,17.035999999999998,17.035999999999998
2730,17.034,17.034,17.034,17.034,17.034
2740,17.031999999999996,17.031999999999996,17.031999999999996,17.031999999999996,17.031999999999996
2750,17.029999999999998,17.029999999999998,17.029999999999998,17.029999999999998,17.029999999999998
2760,17.028,17.028,17.028,17.028,17.028
2770,17.026,17.026,17.026,17.026,17.026
2780,17.023999999999997,17.023999999999997,17.023999999999997,17.023999999999997,17.023999999999997
2790,17.022,17.022,17.022,17.022,17.022
2800,17.02,17.02,17.02,17.02,17.02
2810,17.017999999999997,17.017999999999997,17.017999999999997,17.017999999999997,17.017999999999997
2820,17.016,17.016,17.016,17.016,17.016
2830,17.014,17.014,17.014,17.014,17.014
2840,17.011999999999997,17.011999999999997,17.011999999999997,17.011999999999997,17.011999999999997
2850,17.009999999999998,17.009999999999998,17.009999999999998,17.009999999999998,17.009999999999998
2860,17.008,17.008,17.008,17.008,17.008
2870,17.005999999999997,17.005999999999997,17.005999999999997,17.005999999999997,17.005999999999997
2880,17.003999999999998,17.003999999999998,17.003999999999998,17.003999999999998,17.003999999999998
2890,17.002,17.002,17.002,17.002,17.002
2900,17.0,17.0,17.0,17.0,17.0
2910,16.997999999999998,16.997999999999998,16.997999999999998,16.997999999999998,16.997999999999998
2920,16.996,16.996,16.996,16.996,16.996
2930,16.994,16.994,16.994,16.994,16.994
2940,16.991999999999997,16.991999999999997,16.991999999999997,16.991999999999997,16.991999999999997
2950,16.99,16.99,16.99,16.99,16.99
2960,16.988,16.988,16.988,16.988,16.988
2970,16.985999999999997,16.985999999999997,16.985999999999997,16.985999999999997,16.985999999999997
2980,16.983999999999998,16.983999999999998,16.983999999999998,16.983999999999998,16.983999999999998
2990,16.982,16.982,16.982,16.982,16.982
3000,16.979999999999997,16.979999999999997,16.979999999999997,16.979999999999997,16.979999999999997
3010,16.977999999999998,16.977999999999998,16.977999999999998,16.977999999999998,16.977999999999998
3020,16.976,16.976,16.976,16.976,16.976
3030,16.973999999999997,16.973999999999997,16.973999999999997,16.973999999999997,16.973999999999997
3040,16.971999999999998,16.971999999999998,16.971999999999998,16.971999999999998,16.971999999999998
3050,16.97,16.97,16.97,16.97,16.97
3060,16.968,16.968,16.968,16.968,16.968
3070,16.965999999999998,16.965999999999998,16.965999999999998,16.965999999999998,16.965999999999998
3080,16.964,16.964,16.964,16.964,16.964
3090,16.962,16.962,16.962,16.962,16.962
3100,16.959999999999997,16.959999999999997,16.959999999999997,16.959999999999997,16.959999999999997
3110,16.958,16.958,16.958,16.958,16.958
3120,16.956,16.956,16.956,16.956,16.956
3130,16.953999999999997,16.953999999999997,16.953999999999997,16.953999999999997,16.953999999999997
3140,16.951999999999998,16.951999999999998,16.951999999999998,16.951999999999998,16.951999999999998
3150,16.95,16.95,16.95,16.95,16.95
3160,16.947999999999997,16.947999999999997,16.947999999999997,16.947999999999997,16.947999999999997
3170,16.945999999999998,16.945999999999998,16.945999999999998,16.945999999999998,16.945999999999998
3180,16.944,16.944,16.944,16.944,16.944
3190,16.941999999999997,16.941999999999997,16.941999999999997,16.941999999999997,16.941999999999997
3200,16.939999999999998,16.939999999999998,16.939999999999998,16.939999999999998,16.939999999999998
3210,16.938,16.938,16.938,16.938,16.938
3220,16.936,16.936,16.936,16.936,16.936
3230,16.933999999999997,16.933999999999997,16.933999999999997,16.933999999999997,16.933999999999997
3240,16.932,16.932,16.932,16.932,16.932
3250,16.93,16.93,16.93,16.93,16.93
3260,16.927999999999997,16.927999999999997,16.927999999999997,16.927999999999997,16.927999999999997
3270,16.926,16.926,16.926,16.926,16.926
3280,16.924,16.924,16.924,16.924,16.924
3290,16.921999999999997,16.921999999999997,16.921999999999997,16.921999999999997,16.921999999999997
3300,16.919999999999998,16.919999999999998,16.919999999999998,16.919999999999998,16.919999999999998
3310,16.918,16.918,16.918,16.918,16.918
3320,16.915999999999997,16.915999999999997,16.915999999999997,16.915999999999997,16.915999999999997
3330,16.913999999999998,16.913999999999998,16.913999999999998,16.913999999999998,16.913999999999998
3340,16.912,16.912,16.912,16.912,16.912
3350,16.909999999999997,16.909999999999997,16.909999999999997,16.909999999999997,16.909999999999997
3360,16.907999999999998,16.907999999999998,16.907999999999998,16.907999999999998,16.907999999999998
3370,16.906,16.906,16.906,16.906,16.906
3380,16.904,16.904,16.904,16.904,16.904
3390,16.901999999999997,16.901999999999997,16.901999999999997,16.901999999999997,16.901999999999997
3400,16.9,16.9,16.9,16.9,16.9
3410,16.898,16.898,16.898,16.898,16.898
3420,16.895999999999997,16.895999999999997,16.895999999999997,16.895999999999997,16.895999999999997
3430,16.894,16.894,16.894,16.894,16.894
3440,16.892,16.892,16.892,16.892,16.892
3450,16.889999999999997,16.889999999999997,16.889999999999997,16.889999999999997,16.889999999999997
3460,16.887999999999998,16.887999999999998,16.887999999999998,16.887999999999998,16.887999999999998
3470,16.886,16.886,16.886,16.886,16.886
3480,16.883999999999997,16.883999999999997,16.883999999999997,16.883999999999997,16.883999999999997
3490,16.881999999999998,16.881999999999998,16.881999999999998,16.881999999999998,16.881999999999998
3500,16.88,16.88,16.88,16.88,16.88
3510,16.877999999999997,16.877999999999997,16.877999999999997,16.877999999999997,16.877999999999997
3520,16.875999999999998,16.875999999999998,16.875999999999998,16.875999999999998,16.875999999999998
3530,16.874,16.874,16.874,16.874,16.874
3540,16.872,16.872,16.872,16.872,16.872
3550,16.869999999999997,16.869999999999997,16.869999999999997,16.869999999999997,16.869999999999997
3560,16.868,16.868,16.868,16.868,16.868
3570,16.866,16.866,16.866,16.866,16.866
3580,16.863999999999997,16.863999999999997,16.863999999999997,16.863999999999997,16.863999999999997
3590,16.862,16.862,16.862,16.862,16.862
3600,16.86,16.86,16.86,16.86,16.86
3610,16.857999999999997,16.857999999999997,16.857999999999997,16.857999999999997,16.857999999999997
3620,16.855999999999998,16.855999999999998,16.855999999999998,16.855999999999998,16.855999999999998
3630,16.854,16.854,16.854,16.854,16.854
3640,16.851999999999997,16.851999999999997,16.851999999999997,16.851999999999997,16.851999999999997
3650,16.849999999999998,16.849999999999998,16.849999999999998,16.849999999999998,16.849999999999998
3660,16.848,16.848,16.848,16.848,16.848
3670,16.845999999999997,16.845999999999997,16.845999999999997,16.845999999999997,16.845999999999997
3680,16.843999999999998,16.843999999999998,16.843999999999998,16.843999999999998,16.843999999999998
3690,16.842,16.842,16.842,16.842,16.842
3700,16.84,16.84,16.84,16.84,16.84
3710,16.837999999999997,16.837999999999997,16.837999999999997,16.837999999999997,16.837999999999997
3720,16.836,16.836,16.836,16.836,16.836
3730,16.834,16.834,16.834,16.834,16.834
3740,16.831999999999997,16.831999999999997,16.831999999999997,16.831999999999997,16.831999999999997
3750,16.83,16.83,16.83,16.83,16.83
3760,16.828,16.828,16.828,16.828,16.828
3770,16.825999999999997,16.825999999999997,16.825999999999997,16.825999999999997,16.825999999999997
3780,16.823999999999998,16.823999999999998,16.823999999999998,16.823999999999998,16.823999999999998
3790,16.822,16.822,16.822,16.822,16.822
3800,16.819999999999997,16.819999999999997,16.819999999999997,16.819999999999997,16.819999999999997
3810,16.817999999999998,16.817999999999998,16.817999999999998,16.817999999999998,16.817999999999998
3820,16.816,16.816,16.816,16.816,16.816
3830,16.814,16.814,16.814,16.814,16.814
3840,16.811999999999998,16.811999999999998,16.811999999999998,16.811999999999998,16.811999999999998
3850,16.81,16.81,16.81,16.81,16.81
3860,16.808,16.808,16.808,16.808,16.808
3870,16.805999999999997,16.805999999999997,16.805999999999997,16.805999999999997,16.805999999999997
3880,16.804,16.804,16.804,16.804,16.804
3890,16.802,16.802,16.802,16.802,16.802
3900,16.799999999999997,16.799999999999997,16.799999999999997,16.799999999999997,16.799999999999997
3910,16.798,16.798,16.798,16.798,16.798
3920,16.796,16.796,16.796,16.796,16.796
3930,16.793999999999997,16.793999999999997,16.793999999999997,16.793999999999997,16.793999999999997
3940,16.791999999999998,16.791999999999998,16.791999999999998,16.791999999999998,16.791999999999998
3950,16.79,16.79,16.79,16.79,16.79
3960,16.787999999999997,16.787999999999997,16.787999999999997,16.787999999999997,16.787999999999997
3970,16.785999999999998,16.785999999999998,16.785999999999998,16.785999999999998,16.785999999999998
3980,16.784,16.784,16.784,16.784,16.784
3990,16.781999999999996,16.781999999999996,16.781999999999996,16.781999999999996,16.781999999999996
4000,16.779999999999998,16.779999999999998,16.779999999999998,16.779999999999998,16.779999999999998
4010,16.778,16.778,16.778,16.778,16.778
4020,16.776,16.776,16.776,16.776,16.776
4030,16.773999999999997,16.773999999999997,16.773999999999997,16.773999999999997,16.773999999999997
4040,16.772,16.772,16.772,16.772,16.772
4050,16.77,16.77,16.77,16.77,16.77
4060,16.767999999999997,16.767999999999997,16.767999999999997,16.767999999999997,16.767999999999997
4070,16.766,16.766,16.766,16.766,16.766
4080,16.764,16.764,16.764,16.764,16.764
4090,16.761999999999997,16.761999999999997,16.761999999999997,16.761999999999997,16.761999999999997
4100,16.759999999999998,16.759999999999998,16.759999999999998,16.759999999999998,16.759999999999998
4110,16.758,16.758,16.758,16.758,16.758
4120,16.755999999999997,16.755999999999997,16.755999999999997,16.755999999999997,16.755999999999997
4130,16.753999999999998,16.753999999999998,16.753999999999998,16.753999999999998,16.753999999999998
4140,16.752,16.752,16.752,16.752,16.752
4150,16.75,16.75,16.75,16.75,16.75
4160,16.747999999999998,16.747999999999998,16.747999999999998,16.747999999999998,16.747999999999998
4170,16.746,16.746,16.746,16.746,16.746
4180,16.744,16.744,16.744,16.744,16.744
4190,16.741999999999997,16.741999999999997,16.741999999999997,16.741999999999997,16.741999999999997
4200,16.74,16.74,16.74,16.74,16.74
4210,16.738,16.738,16.738,16.738,16.738
4220,16.735999999999997,16.735999999999997,16.735999999999997,16.735999999999997,16.735999999999997
4230,16.733999999999998,16.733999999999998,16.733999999999998,16.733999999999998,16.733999999999998
4240,16.732,16.732,16.732,16.732,16.732
4250,16.729999999999997,16.729999999999997,16.729999999999997,16.729999999999997,16.729999999999997
4260,16.727999999999998,16.727999999999998,16.727999999999998,16.727999999999998,16.727999999999998
4270,16.726,16.726,16.726,16.726,16.726
4280,16.723999999999997,16.723999999999997,16.723999999999997,16.723999999999997,16.723999999999997
4290,16.721999999999998,16.721999999999998,16.721999999999998,16.721999999999998,16.721999999999998
