No of Vehicles,Proposed (%),DA (%),COA (%),PSO (%),GA (%)
496,82.39220927101583,78.37044702295948,67.26002845506619,65.69210462017406,57.886428733700235
100,121.72914394499453,112.75773197448416,110.40347730959209,109.69124832379288,98.82452406136021
205,106.62544184071766,107.76027787773702,101.0607383779976,92.19985753119653,87.11359841242842
297,101.66242220639951,99.07442127943672,89.7608824867472,84.79237503119407,81.27637399769715
403,91.74311193257628,85.29415365489194,79.9308715203124,72.63907902953584,73.48862222948623
495,80.65434110575558,76.02107075690247,71.81143520099474,68.18404979715217,61.32719573712153
102,119.79885269290054,116.63571575635221,105.6508493744309,104.07582347871748,97.98684286734627
203,106.06063108729637,107.20235533992413,97.1648348328442,96.87565402780412,88.5445770920638
296,98.79440598196457,95.23687455417998,88.59632489661912,83.06172702442426,75.89748058983952
401,90.99156855060016,85.5263299617393,77.28059089733839,75.2811638343679,71.49669365378726
503,81.52534727753311,72.97218290748084,69.41414611987972,64.16046461316633,62.804522507496046
96,119.46506776591777,113.49730906079326,108.61239116419635,106.76212437476133,102.53851134379724
198,110.41427887355714,108.0401834819822,99.80137132441594,96.08117908362448,89.00536570728467
297,99.5214537056963,95.2622386493503,89.45514619813825,86.23816633877603,80.58816407758643
403,92.95624245219896,86.76968516560231,76.09081399103344,74.248982038721,70.32666936135507
501,77.03520642600846,79.10249388653892,69.37920639248806,63.687805527988715,62.92343403251424
104,117.5479052078207,112.41524909178962,112.06565990788951,104.29238666697083,99.56317612805498
196,109.42676392300358,107.7138192563708,99.49514429754821,92.5992825073933,89.43303182908353
295,99.2451356898755,97.67682063243237,89.68486688489935,87.84715640599804,80.42193257517324
405,92.46349698139704,85.03870988184994,81.17865609414885,74.26883475099535,68.53871267039573
504,82.86971275925373,76.86508511063971,66.74295006672838,65.5527474461867,59.60303529706486
97,119.58831400552982,112.70858442396903,109.37913484297654,102.49008125839266,102.5294286811938
200,111.00322081187183,105.86509736979887,101.9606985390776,96.06207366494016,88.05411266949052
301,98.5844193854934,96.74849562163416,86.33906252271133,86.47358021663383,78.10873676047036
403,86.94618040742562,85.3453933002376,77.58769792000635,71.14749785763667,68.95824770330177
499,79.22067120940177,74.99811037112117,73.65346660546717,61.53140424772667,58.05903591364137
103,116.91120364224516,116.08020557425945,107.64094482771341,106.98958370539845,96.79108546829653
198,107.91778575346558,106.40130510005395,100.92867730927526,99.73129338955788,89.17775565462944
299,100.42711888876046,96.02428905299247,93.20672053427025,85.48629954322723,78.97226715693905
401,86.8393887207679,83.9295029056872,80.92440179813478,76.10894568770934,71.6697332977919
500,80.47886404278245,74.63666087706659,68.6099985283459,66.35540218813209,61.436738615788165
97,119.75852651453411,112.46960985593462,112.44967211740581,110.26516154666031,97.8400865145604
195,113.8619684142422,108.25423312334452,99.91906377718506,95.119998417713,89.79793764198175
296,99.87371131959051,97.01604477943269,89.01677199454413,87.58086026058903,80.61545228021753
404,88.13915391027604,82.42074986515158,84.48179929695671,72.59877364143534,72.13360399320524
504,77.9051763654143,75.42741258867648,66.1893103526823,63.548831403901374,56.57708880326246
105,116.12651301974591,116.13805201105487,111.7264252450105,107.34402148276102,101.59316757962019
203,112.03028767988097,106.11915859558852,100.61777696577849,96.10885345301546,88.4677938762941
299,99.28820051877129,92.02773465328669,93.19769765180351,84.23163359409644,81.30430705235939
395,92.33929004424087,83.72148776479573,80.40590786856393,73.85941110947692,70.64526463662061
502,75.98335199042832,72.8809872080996,71.46448837377912,64.84053314494292,57.493387753601034
104,121.20707051838086,118.36662915185507,111.2857109879259,104.26731664572449,99.90246869631378
201,113.52595930507479,105.78553672610225,97.29741919460314,95.35352420650052,88.0229419842682
298,98.98456646170057,92.82450264929267,89.3997424263436,85.04470110993273,84.48185311241159
396,86.56964005859317,84.7522152735296,77.99132434741219,73.02668194455178,70.95286033343424
496,81.6518471660613,72.76295303157673,70.25364937026993,66.25375412705804,59.69347889320139
96,119.70930115537223,115.3696540672433,108.12306578851783,104.2851699036586,100.51356651464944
195,110.69479497286953,105.66552095727403,98.90718476107266,96.9060189964281,89.54305491238092
296,98.02399436399412,96.11965689765611,89.43551881615355,84.40024505100678,81.3341309454567
399,89.70561449846397,85.47528531259992,82.10154858094423,75.92083129968564,66.90988718518713
503,79.60187489248025,72.57851474674167,67.67412202629417,64.72091591414419,59.27337598322291
105,120.59314535338862,114.26705350415986,109.61160850593062,104.38779014672312,97.84918641577231
201,111.2123466128704,104.05860591639967,98.34257403682436,96.93566078701107,87.37421353176744
302,98.52280483623498,93.61438216927748,88.78164517202713,83.05457281812578,84.04230783579249
404,86.78478591992705,85.24777751570149,80.70762036954592,71.96020278999936,66.89955842480715
501,80.75639541395692,72.84628494209171,71.30281972420559,62.327349626968385,61.87485780679383
100,117.7704522779255,114.74639606179028,110.39659206742891,104.71503083685641,102.69096593576784
201,112.36542686374881,107.34015412605926,105.37595248761482,94.63439513518726,88.70288575342269
298,97.6845015082724,94.45688339241234,88.10978226777397,83.25540035587898,83.72274614263644
401,90.29861048245088,82.44516400243793,79.49630578934129,75.93647521939377,70.5517480127503
504,82.03799166337588,75.74834508221764,68.53826875963256,64.57171225582107,62.5426668791702
101,120.23090693124574,114.9412965957686,109.98503840651851,104.3969474084613,101.79359466406648
202,109.97595194217362,105.79061450529866,100.43337819499534,92.03112186361315,90.84464959489975
295,99.5208882821258,95.06604661438607,90.591331102964,87.55656189491897,77.74273097124158
398,90.97835670127559,87.69388248877799,80.80659920833365,74.87830095999415,69.85818927494526
505,77.64044650125098,76.5480455481421,66.34868400867079,64.61331810064075,59.32966605354723
102,119.63291935596708,115.07510615332113,108.20682891870561,103.9587387868754,99.3284281220405
198,109.77009813701632,105.80128327667967,101.14689498671079,91.80476054166309,87.6907313225423
298,97.03553715264539,93.42384749219266,92.98334771760362,87.98027504419969,77.86863460436086
396,92.30333116609495,85.91271194626539,81.44965874697166,79.10902977880951,66.6325348647719
495,79.79579388221713,74.26585070796364,71.84595513028086,68.08561354753937,59.78524276317991
99,123.2113559161649,111.96042239329601,105.93689737850552,107.13270378239048,102.91048528164093
201,110.46660421312876,103.6556496174999,99.08613032173051,95.59047407338706,90.86691047580126
303,102.90921107813773,95.68176331892312,88.06543777941076,87.83566394577417,78.5134564652822
396,88.69694504046849,86.48743164079963,79.38194344836592,73.60097937114564,70.87564575702058
499,80.13719670845772,76.11189749991638,69.77761712902532,62.16584688415635,61.670519134398866
96,117.5870500928369,114.26336335368752,113.28893486669989,104.2882322002802,99.74262243451086
196,108.40805551188134,102.60121297727167,100.63171797311709,94.04591186848485,92.43368871348004
295,100.97983881457895,93.69548847389741,88.8063901882938,85.23549714892609,80.3013078534782
396,90.16163478900523,87.64079856289334,75.99589403104528,78.43828866867737,73.19941798752036
504,80.54792751250575,72.32603820790285,66.25862883176382,66.07518803254048,58.65582741326528
98,117.7044184562848,113.10845670785345,109.76926074357834,105.48876625439436,99.43898283075106
202,111.14420041660198,104.97851490669841,101.87941498389118,96.13449369771504,91.77910726215926
299,99.23784709110654,93.35173303265655,88.5755960828293,84.91569893663707,82.74228209468419
403,92.64817556722419,86.8724114750745,80.82228706663929,75.06705257495663,68.14843068147276
503,79.41624229193077,73.30913563239005,68.05316928299109,65.88797164312106,63.5341191489154
98,119.42016582827227,117.87980111271362,109.03844687699079,104.54313615786728,100.32046072922681
205,111.41475715028395,104.355635100476,102.39996043589589,93.53144805742116,87.76975513498259
302,101.40402122305882,94.16490786749083,88.79729036585805,83.69393884908389,79.49573317799783
402,89.2253769235533,82.69306559762776,82.33716923039083,73.66840025979646,69.73795979611944
499,80.14525477635881,78.13510444020986,71.6132862334455,67.13036636024728,55.72202221277252
96,119.60697417114766,114.31030049518692,112.54887028854564,104.5377946986617,100.28014969591966
202,109.31479551845786,109.65923496690742,98.12201360754166,94.90723902819586,91.07486518277607
304,101.46150932232078,95.341130766416,91.85234905337028,84.00451274915433,80.25944609736675
401,92.9149685956634,84.930296099018,79.4464979384435,77.2255450356301,71.54445986696658
502,76.95228272510519,74.48391513955588,68.50031415458363,63.515831810154445,59.1328719344729
99,122.18671806579455,117.16065108180088,110.64729888297724,106.08819236190526,100.07339331646247
205,107.82682698252792,106.26228941856971,99.03538194620421,96.40955793352249,90.62428165881481
304,97.09571612916635,93.46828071478107,89.76007374226542,84.17175177043877,77.47734040317484
403,86.42946990431689,86.70979807347642,78.18360618446471,71.94891951146292,72.43046709796887
504,76.27489622044271,73.81003714158166,68.48036474239788,69.94249408982246,62.73579052631721
102,116.58393028471937,115.43814312507534,109.49689619963172,103.13376182262772,99.13201907556808
201,108.38696033508688,104.04921551557092,96.14886527933425,96.34694559231646,92.99114347296485
295,103.3544010199322,93.3282594887634,92.98741951801107,84.5061633450211,82.55686991593143
396,89.12972250407593,82.80825837840257,81.22214181022115,71.1480443631098,67.99798091103438
496,77.37024267119118,80.53674721125189,68.46706713796043,68.57447992920933,62.0663797287263
105,120.17421243861195,112.3199645441529,110.32442583449244,106.48233009465308,102.26612688321434
197,107.98443145616463,107.76185312760259,98.07100636002079,94.43483323376603,90.28844351374534
295,100.8621761472742,95.07028444924174,89.15291333321844,84.15468394276576,77.63997023981143
395,91.3037155390312,88.88241201653184,76.88239446116417,73.51914803862574,72.06076938777798
500,79.05101911050326,75.18475829878413,67.31275127343045,64.22895259111277,63.45007717959603
103,120.98940933610045,114.74907892169566,109.86050546523853,105.68017882292781,101.21473417141158
199,106.68679016303122,102.32551516816231,97.63291725837816,93.8404848831991,91.42948707833541
302,103.72854073577135,94.33719779260747,89.23075164787164,84.02841880718304,78.44916892738688
395,92.1976281413544,85.89679403305922,77.29474526748523,73.73311273045825,71.00950137714266
498,80.97770940182586,72.79128324192077,67.0844478244056,70.44623597525286,59.544557993843824
100,118.85102658916745,114.57551138032014,112.79352035479698,106.49953325697837,97.98561002494604
205,111.74340517119762,105.06554727511157,100.88993663075235,96.2184776617795,90.33646108236739
298,101.01902712785937,95.04244530166852,90.06212685279786,84.33627027635605,75.67739222739527
401,89.6253393803574,83.13081221020306,79.67646543766867,75.64956318822023,70.96506741964237
501,82.78291593391188,75.15517077897279,70.6617340568127,65.95987948229656,61.32068610912536
95,121.49509225157291,117.24426464446096,112.32638703792276,106.06359479696124,99.97952120436555
203,110.09125865997572,105.85760143554852,98.86835297929264,91.43957966036814,89.24519807189303
296,99.6603600556456,98.81859410125293,89.02926591177815,88.28545181479593,79.64404050233478
395,86.69571173622236,82.92459035593104,79.41332027072252,73.08067334688911,70.62515315067112
502,77.99579215073913,74.93868778929513,69.1093044100069,60.765656624009765,61.28968257910845
104,118.16706757241535,114.572697626277,108.07163398965977,107.24282805819385,96.14224603440799
205,110.12132999579346,107.16708574261077,100.60393897902826,93.0946197187415,88.91660705248711
302,101.0107769581911,94.4819756098249,86.92265785413481,83.92769185720628,80.56040327648125
405,89.78341585560706,86.20045893520695,80.80286647388876,75.56813041412904,72.13505662928097
504,79.37569756532842,75.69378560736419,71.782234372515,64.04815037692912,63.37841699045243
102,120.24989566858015,116.11739056584364,110.76841844329893,105.58433765641465,98.77515421819827
202,109.22119287694925,104.1907229599181,100.21552011090509,95.22969018055551,86.04196261302057
301,102.711610678863,92.55122545328409,89.50021252837591,86.7375966766111,84.05363423208479
405,89.93011699908273,83.2144533854477,80.5842976842376,75.04620869200146,71.72550918390537
499,78.18534688125547,78.46808390884524,70.56047189200498,63.04412232889472,58.339859009741524
95,119.5244945238891,116.20678198635997,107.21904601311883,106.6409572391662,101.93701736327655
196,112.3564746688372,103.1495451250419,96.13723267011463,94.1722823137813,90.20228568289163
296,99.24786238444376,95.8681032728222,89.41115183033891,84.83385730591827,82.32665080001706
403,89.84266953427492,85.33489622132862,79.89198679450494,73.48255535802794,71.90356332064725
498,81.90030006042167,73.17653314472668,71.00915611237531,65.17447684161232,62.9153956706265
105,120.25846486405415,117.43289196699497,106.21471029513074,103.45767357456303,99.58790866924785
195,109.25419400629698,102.97485113837136,102.97131824369488,96.33723222382586,90.13785733407872
300,101.17970327864928,97.04449555755207,88.13032066285518,86.07693007355546,79.40584475206744
404,88.67439338623272,86.17206194031888,81.90630724375835,72.70980490561261,67.7944721779449
496,78.34318829607159,75.18859513511754,68.61811839691221,67.87351824107559,61.47044892287014
102,120.15275403322013,115.72726646632306,114.00203594014577,104.90834130447723,100.16256989406327
196,113.55303738218228,104.28191283399944,101.79780912556308,96.80444089113516,89.11847337640447
297,96.78400041696607,94.44090709521217,86.98542865431114,87.49563074515666,75.9984355200732
401,86.7575921808581,83.11516717676669,79.02620628502154,78.8143914533844,71.4031754621144
504,77.20798986831912,78.33050254764339,71.65492226923944,63.69026968268795,61.12688360250282
97,118.90634769378931,117.32808637236796,109.42628247809398,102.73356509347668,100.62402102521344
195,111.69222504270101,103.3029921336433,99.71093507129417,97.01086103122685,88.57955651918977
299,98.29403432789766,94.2330111681609,89.1313041043603,84.58919113983336,77.57844045200399
399,92.53320632709327,86.79597109556815,79.65711195104595,77.3026554817614,69.0861825625457
504,81.24729449861495,76.43318637900116,68.06931892094656,66.19196960343882,63.063834814847105
105,119.31768163378354,112.11779659733506,107.82126482487149,103.24400210152406,101.44817534989308
198,110.63833850112984,102.2702368504685,98.51744199144854,98.0128340471623,91.70521117876118
300,100.45149581522264,95.73292749112495,90.92873158768872,84.47526693953783,78.58833797321971
405,85.8330256294358,86.07317953463256,82.44855491871147,74.5375987494722,73.50241411811133
500,80.83517016420686,77.41009891367781,70.38434958412635,62.12830522158319,58.82574322555531
96,121.25050895759212,111.56778557445774,110.81300314512119,107.35340018731875,99.50782712701938
201,106.46723467211044,104.17913540743534,96.21083934048247,95.3641911917897,90.42145921683668
296,103.05066654739909,97.361205012003,87.35722048667179,89.9117928739897,81.28374155485805
400,90.91637685972289,81.86341728807159,82.76416846999516,75.87746456639069,71.61561291709062
496,82.4788022668426,74.23777969029202,70.11958921258032,67.5395578808698,59.92201812722795
105,116.34838851621402,115.00948671905518,108.90287009888576,104.63029927869894,99.72451780188484
202,112.00454207135122,104.09969016031454,99.55660992648208,95.19878817912286,87.05248219731321
302,101.1755564557793,89.19414535619691,92.99351357198096,83.34929068607619,79.40862456508493
395,87.3106215995001,83.67934147649726,79.84498397770743,76.46949719148202,71.41625972099057
499,80.51805764296743,75.60486229155224,65.80640103834405,62.07554205495791,59.67664014557101
102,119.55989298525661,116.21388521677328,110.56269669497915,104.7728237727579,100.77684922735502
203,110.38572368630038,101.31616184213692,99.31003367608587,94.23483231455513,87.94549622498974
297,103.03684406130436,97.60966952663865,90.4540577207779,83.15014836856145,76.79763760237685
395,90.84053705811313,85.27035248268534,78.81624786731382,75.53755157829728,71.25118260501311
495,82.60992537758084,74.89609045819844,72.54854451746874,65.37421420025018,62.969283723753016
105,116.66396971266458,114.53745146927484,106.65154570181606,105.40781070268982,101.4942824640532
202,108.6836466247807,104.93503730011624,99.58487686756146,96.12567999264321,90.45754676004937
301,101.51987396391965,94.56252397409835,89.95480433391019,84.70330564238436,80.0806608017783
397,91.52620004909583,85.32726752733758,81.97959869185502,71.4904042292575,66.43715020089674
496,79.06710161618626,74.93991768650368,68.33738773671944,67.02013804118722,61.54931327178015
104,122.97279208665675,115.51777503142542,110.47546345581198,105.00436718167407,102.31316330318847
201,107.43054446716506,102.86839457730248,100.2061564430617,92.24982953366583,92.53922652519968
300,99.33795133158384,96.1897087467945,90.04796003803119,84.07493406737325,77.50969884807984
399,90.90940879283355,83.77357621504801,78.49874635604648,75.77535975806569,72.71523926610028
499,79.86766813090713,74.35076065120411,69.40090117760161,62.44512679230932,59.71283682257573
105,121.84608965445352,115.37588355286552,108.63585040395243,105.67316609091807,99.74667194530467
199,110.81218803769734,106.14494282355948,102.30469727792385,94.08463087664184,88.89776751991874
303,98.37169348680479,96.30193135755889,89.03074287079984,87.09342542755152,77.16113360690998
403,87.66959600006942,84.76403781078524,80.28683526136295,76.54711541241363,68.28511514090556
496,77.07939512958156,72.68600708867127,67.84869903285022,64.0085881068502,60.39643465544164
98,120.65051899645917,108.96470621450523,109.87984161420663,105.26357831642267,97.58170373424144
197,109.40805641357548,103.56467544805575,101.72989767602327,95.29882496984177,91.51522187385262
300,101.26856786636448,96.30804794846296,87.73575433914468,87.40486181155912,78.32413283526057
395,90.0562710244025,83.49418920914412,80.3456846212327,71.64018850699021,65.0551086838113
499,85.52536906546301,76.13214311461996,70.93203646002677,65.24993438158337,61.5629348284949
96,123.53291110783758,111.74133358471141,110.73750507265542,109.04073814763584,99.44565778003465
196,111.45840247371153,105.90684416738715,100.34018841754614,96.74159588451975,89.91344082422373
298,96.69414660516756,96.48953826197288,87.5679811233165,90.5795947065888,77.8969321823534
397,90.93900450470393,85.91750718006448,81.7152273573055,75.7786562171492,67.10458270286466
497,76.99419143285553,78.75916516416264,66.69711149927161,66.84033212218134,60.37899561382664
100,119.90163498765234,112.82131472457579,109.08155920402152,106.04504153288478,99.29228207435979
199,109.7334425695417,107.21688920344579,99.64773160457844,93.69372522014012,94.33104290441311
296,100.41097285512004,95.59039073631767,86.9317506131023,82.96238960481857,82.10924125697464
404,90.2286175061185,85.78976298000515,76.62393134960465,73.37062869352467,72.04954822456345
498,80.00360701271283,73.38698074194883,68.79850413872286,64.08931515370938,62.33716072854676
96,117.27057612126538,117.53382629898178,110.53700292495071,100.9444213393734,101.84070279954388
203,106.09178979362844,104.75876735034505,105.56917639836315,93.86585633256956,87.08003040364162
297,99.86140469296755,94.9420091584106,90.5593149672242,85.55782143601776,80.09758495123437
400,88.6396628473849,84.12640491151446,82.32539033737903,76.44682908756677,72.65592606937092
498,79.03937016318869,74.92239766274842,70.3727991702893,65.42045718315705,58.056880005448114
99,122.2411828645666,112.63704318252977,110.27137090691383,104.64279934113289,100.312532483239
196,109.19300413411153,100.01305897302854,100.86068967634212,95.0671892666537,88.30537194429773
300,101.64408400785788,94.92316838139612,91.98785558158927,83.97363123815228,79.09801213374718
401,92.91686540685356,85.5002888954651,79.54286921774758,73.96406923101104,73.61717993424281
505,80.1627520640364,73.83844973262876,69.90931665307987,64.0899543214554,61.79279868100877
98,123.03249954683876,116.95367149387235,107.97107847036158,106.92161173227674,101.30692701777006
198,112.81181510328055,104.22061986232055,100.13353107946263,93.73547001295381,92.22657305554358
301,98.60916069133235,94.95135881992255,92.21647712219982,87.75431973715743,79.41146522475381
405,86.66072401396357,83.88567851119764,83.68309895279073,78.45893410345855,71.09542888038631
499,78.73611600337983,78.16240552983938,68.61039579692272,63.22081020292457,61.2000345212867
102,124.01930027157955,116.37651942154483,108.55530519076994,102.47407412626535,103.66235427113178
202,110.09327473313193,106.09547795747513,100.119819548159,91.17768134947903,89.61403726447863
297,98.95821419219247,93.58892410544308,90.24750928504855,83.86510543754329,76.43576983603035
403,88.33125277540975,83.30792065474473,80.62412426345348,78.60305681566437,65.31392179669632
505,79.53084194076162,76.31379741263929,71.71654086036375,69.04434820017475,58.771923676901174
104,121.30751785600145,117.05604355177627,110.76243242921966,108.25141738769445,101.31377681437813
203,110.29652810809618,105.02952676210631,101.2904465650458,99.94219955916195,86.27664672782811
302,98.93211128799678,95.65206599241797,91.78532109892737,83.95591446851802,79.00100375300966
397,90.85101989957057,85.57664363836481,83.91712813391412,74.56641971216636,69.45271564581505
495,81.77929846472873,77.46239456129305,68.82837028066137,64.14309807782166,59.27781128692827
103,119.25767505895894,113.86100803989112,110.27444425705352,104.6462896798501,97.52888484926368
202,110.76174821464379,105.50550793812289,96.69649766498308,97.04912349860489,90.9823056417956
301,100.10832672087096,96.18685774731111,90.06871493288455,86.5093466821503,77.31324997517719
399,88.51863932265445,84.14721233697081,83.12355096904338,75.1236781634497,65.86963025575761
503,79.01491514040698,73.57579095176472,68.59207345957404,64.88294294787312,62.01620613889987
98,121.56344837662863,117.91731504587533,111.04808287474042,108.47310570553216,99.92679467461011
196,111.67708295511852,105.216024244878,98.12426079367673,96.18331416787089,87.73991166167127
297,101.64934078663903,92.0590586125914,93.7734431185151,86.6724391381027,81.73014297894993
400,88.1679325105848,85.4338886551915,76.9988108257825,72.89367170165973,68.36102652269867
502,78.792625456406,76.30958252333626,70.22179286032683,65.69409291519374,58.59815073566295
105,120.8651586441697,116.23711271395585,110.24876953381543,105.91508386800956,97.80832167399208
196,106.04635686210482,108.97135282202967,98.3434124793032,95.86749521869707,87.79109634429001
297,99.00956980399053,95.24705840368219,90.24039711749211,81.45620663550712,80.86708322094506
402,89.3913102578921,84.56653642168708,80.9016246726636,76.2737403167908,69.55485014555029
505,79.37414206561998,74.48155637399182,70.41937212714897,63.65797030867509,56.63606243202918
96,121.59920757060415,114.57493794831262,109.58957398754808,107.14570298124198,97.53487887501863
202,112.38391193528595,103.58475892626245,99.54419090554626,94.41295507223718,93.70886686672365
299,99.22873647810896,96.09077896184935,90.31657205879715,85.76710480741426,82.75091935533611
397,95.29369204597747,84.41899316204605,79.09955289392674,73.22101651902311,71.19091798655738
499,79.30916915187234,74.84221555617,69.19340883616582,64.11061994569425,64.30220544057966
95,121.54057210276625,110.08366113890196,110.6101708094135,100.79479861615796,99.7851102364115
201,111.54010021783517,103.03847031267493,99.19976067739773,93.65292070420551,89.84626918599268
295,103.01229448154989,94.77268631500192,88.83366856548808,83.28356793645675,82.62694632265047
396,89.12230001904366,88.19824648167346,82.81129519501593,73.90747198164507,68.60707782042662
505,77.72187698476729,76.34626738446593,70.40147708151677,66.12582132057017,63.7283990517747
103,118.79439858927195,113.03305415059174,110.36299153500138,102.30489026578181,100.89676420292253
195,110.93592805125265,106.26181863784244,100.00529978800111,93.61875929315114,92.61712506124226
302,101.76769707204149,97.83340618037239,87.56729523485191,83.10257325095247,80.40664318785663
395,90.41391780216857,84.56056049026542,78.99462260158408,73.27940031561677,68.63123635767293
499,79.86381701421587,73.30242899937795,73.57697153595653,64.10904721168096,63.07983029178065
97,115.86287295799166,114.84995924050706,112.1051863487441,103.6985230012439,100.73794602420469
196,110.82346421097782,102.58537066855656,99.29620635275369,94.2908490905254,89.39369632204665
305,99.4532450052446,93.65372499917889,88.28878126284688,86.88997820673731,82.14007551786865
397,91.16795159102774,91.26301976390549,81.55285554889598,75.82742542724262,70.47231344415417
504,80.10936455163652,76.1862041918854,66.1925634617045,64.05420054273478,63.47288560953259
101,118.67772577561806,117.23667627358626,108.74153247322516,109.2336061099277,99.33079229093941
205,109.59885763868846,102.16123128840792,105.82821843153673,93.32761029859167,91.13126580377345
305,99.84415452864297,95.44798993780209,87.44583087533776,84.46834326870602,80.54503598045919
403,91.09914863212889,86.47352669033579,77.8336231066679,77.15458734603139,72.06087757127358
503,83.01783778853381,76.23772066028927,70.46719016252315,64.96427569022454,62.58293777813073
102,120.61400612001073,115.02004230348113,109.77574711277731,107.374854303364,100.860725283013
200,109.99878303535542,103.62261113310953,96.17331933055439,96.04245998128908,92.54930624807668
